erlang_index,erlang,general_blocking,BBP,Total_current_utilization,Blocked_by_XT,Ruta_mas_larga,tiempo_transcurrido,conexiones_exitosas,Max_XT_for_modulation_16QAM,Max_XT_for_modulation_8QAM,Max_XT_for_modulation_QPSK,Max_XT_for_modulation_BPSK,conexiones_exitosas_con_16QAM,conexiones_exitosas_con_8QAM,conexiones_exitosas_con_QPSK,conexiones_exitosas_con_BPSK,modulaciones_usadas_en_banda_E_con_16QAM,modulaciones_usadas_en_banda_E_con_8QAM,modulaciones_usadas_en_banda_E_con_QPSK,modulaciones_usadas_en_banda_E_con_BPSK,modulaciones_usadas_en_banda_S_con_16QAM,modulaciones_usadas_en_banda_S_con_8QAM,modulaciones_usadas_en_banda_S_con_QPSK,modulaciones_usadas_en_banda_S_con_BPSK,modulaciones_usadas_en_banda_L_con_16QAM,modulaciones_usadas_en_banda_L_con_8QAM,modulaciones_usadas_en_banda_L_con_QPSK,modulaciones_usadas_en_banda_L_con_BPSK,modulaciones_usadas_en_banda_C_con_16QAM,modulaciones_usadas_en_banda_C_con_8QAM,modulaciones_usadas_en_banda_C_con_QPSK,modulaciones_usadas_en_banda_C_con_BPSK
47,47000,0.15214,0.448009,0.622524,0,1388,3.13287e+06,847861,-25.0158,-22.4622,-99,-99,841969,5892,0,0,0,0,0,0,0,0,0,0,456529,3663,0,0,385440,2229,0,0
48,48000,0.154625,0.452838,0.62906,0,1388,2.89211e+06,845376,-25.0158,-22.4622,-99,-99,839246,6130,0,0,0,0,0,0,0,0,0,0,456614,3847,0,0,382632,2283,0,0
49,49000,0.158002,0.460831,0.630475,0,1388,3.32183e+06,841999,-25.0158,-22.4622,-99,-99,835325,6674,0,0,0,0,0,0,0,0,0,0,455235,4221,0,0,380090,2453,0,0
50,50000,0.160924,0.467101,0.635992,11,1388,3.16122e+06,839077,-25.0158,-22.4622,-99,-99,832347,6730,0,0,0,0,0,0,0,0,0,0,453372,4241,0,0,378975,2489,0,0
51,51000,0.163566,0.472778,0.64361,3,1388,3.35089e+06,836435,-25.0158,-22.4622,-99,-99,829211,7224,0,0,0,0,0,0,0,0,0,0,450920,4635,0,0,378291,2589,0,0
52,52000,0.166875,0.479489,0.64552,0,1388,3.14721e+06,833126,-25.01,-22.4622,-99,-99,825731,7395,0,0,0,0,0,0,0,0,0,0,449950,4659,0,0,375781,2736,0,0
53,53000,0.169803,0.485311,0.652573,0,1388,3.4228e+06,830198,-25.0158,-22.4622,-99,-99,822549,7649,0,0,0,0,0,0,0,0,0,0,447757,4731,0,0,374792,2918,0,0
54,54000,0.17268,0.490281,0.655707,0,1388,3.79578e+06,827321,-25.0158,-22.4622,-99,-99,819537,7784,0,0,0,0,0,0,0,0,0,0,446802,4835,0,0,372735,2949,0,0
55,55000,0.176003,0.496864,0.661054,0,1388,3.92738e+06,823998,-25.0158,-22.4622,-99,-99,816076,7922,0,0,0,0,0,0,0,0,0,0,444824,4972,0,0,371252,2950,0,0
56,56000,0.179328,0.50304,0.66673,0,1388,3.76375e+06,820673,-25.0158,-22.4622,-99,-99,812238,8435,0,0,0,0,0,0,0,0,0,0,443244,5406,0,0,368994,3029,0,0
57,57000,0.181964,0.507076,0.669036,0,1388,4.0909e+06,818037,-25.0158,-22.4622,-99,-99,809287,8750,0,0,0,0,0,0,0,0,0,0,441050,5658,0,0,368237,3092,0,0
58,58000,0.18547,0.513884,0.673273,0,1388,4.25554e+06,814531,-25.0158,-22.6229,-99,-99,805839,8692,0,0,0,0,0,0,0,0,0,0,439858,5571,0,0,365981,3121,0,0
59,59000,0.188261,0.518955,0.675492,0,1388,4.23185e+06,811740,-25.0158,-22.583,-99,-99,803241,8499,0,0,0,0,0,0,0,0,0,0,438296,5494,0,0,364945,3005,0,0
60,60000,0.191603,0.524518,0.680371,0,1388,3.92791e+06,808398,-25.0158,-22.4622,-99,-99,799412,8986,0,0,0,0,0,0,0,0,0,0,438295,5933,0,0,361117,3053,0,0
