erlang_index,erlang,general_blocking,Total_current_utilization,BBP,modulaciones_usadas_en_banda_E_con_16QAM,modulaciones_usadas_en_banda_E_con_8QAM,modulaciones_usadas_en_banda_E_con_QPSK,modulaciones_usadas_en_banda_E_con_BPSK,modulaciones_usadas_en_banda_S_con_16QAM,modulaciones_usadas_en_banda_S_con_8QAM,modulaciones_usadas_en_banda_S_con_QPSK,modulaciones_usadas_en_banda_S_con_BPSK,modulaciones_usadas_en_banda_L_con_16QAM,modulaciones_usadas_en_banda_L_con_8QAM,modulaciones_usadas_en_banda_L_con_QPSK,modulaciones_usadas_en_banda_L_con_BPSK,modulaciones_usadas_en_banda_C_con_16QAM,modulaciones_usadas_en_banda_C_con_8QAM,modulaciones_usadas_en_banda_C_con_QPSK,modulaciones_usadas_en_banda_C_con_BPSK
51,52000,0.681167,0.865216,14.8347,0,0,0,0,0,0,0,0,137649,0,0,0,181184,0,0,0
52,53000,0.684961,0.867904,14.5386,0,0,0,0,0,0,0,0,135626,0,0,0,179413,0,0,0
53,54000,0.687485,0.869356,14.3577,0,0,0,0,0,0,0,0,134677,0,0,0,177838,0,0,0
54,55000,0.690524,0.871395,14.1086,0,0,0,0,0,0,0,0,132892,0,0,0,176584,0,0,0
55,56000,0.693334,0.872436,13.9353,0,0,0,0,0,0,0,0,131191,0,0,0,175475,0,0,0
56,57000,0.695822,0.873768,13.7678,0,0,0,0,0,0,0,0,131002,0,0,0,173176,0,0,0
57,58000,0.698179,0.875814,13.5633,0,0,0,0,0,0,0,0,129460,0,0,0,172361,0,0,0
58,59000,0.700724,0.876899,13.3929,0,0,0,0,0,0,0,0,128322,0,0,0,170954,0,0,0
59,60000,0.703052,0.878852,13.2067,0,0,0,0,0,0,0,0,127032,0,0,0,169916,0,0,0
60,61000,0.705001,0.879341,13.0843,0,0,0,0,0,0,0,0,126857,0,0,0,168142,0,0,0
61,62000,0.707432,0.881208,12.9094,0,0,0,0,0,0,0,0,125805,0,0,0,166763,0,0,0
62,63000,0.710092,0.882513,12.7214,0,0,0,0,0,0,0,0,124297,0,0,0,165611,0,0,0
63,64000,0.712094,0.884124,12.5756,0,0,0,0,0,0,0,0,124024,0,0,0,163882,0,0,0
64,65000,0.714211,0.884654,12.4468,0,0,0,0,0,0,0,0,123078,0,0,0,162711,0,0,0
65,66000,0.716164,0.885857,12.3188,0,0,0,0,0,0,0,0,122194,0,0,0,161642,0,0,0
66,67000,0.718792,0.887267,12.1595,0,0,0,0,0,0,0,0,120946,0,0,0,160262,0,0,0
67,68000,0.720644,0.888402,12.0349,0,0,0,0,0,0,0,0,120345,0,0,0,159011,0,0,0
68,69000,0.722267,0.88925,11.896,0,0,0,0,0,0,0,0,119405,0,0,0,158328,0,0,0
69,70000,0.724853,0.890617,11.7513,0,0,0,0,0,0,0,0,118874,0,0,0,156273,0,0,0
70,71000,0.726879,0.891905,11.6031,0,0,0,0,0,0,0,0,117900,0,0,0,155221,0,0,0
71,72000,0.728269,0.893012,11.5057,0,0,0,0,0,0,0,0,117254,0,0,0,154477,0,0,0
72,73000,0.73054,0.893195,11.418,0,0,0,0,0,0,0,0,115881,0,0,0,153579,0,0,0
73,74000,0.732222,0.895269,11.2225,0,0,0,0,0,0,0,0,116391,0,0,0,151387,0,0,0
74,75000,0.73377,0.896217,11.1438,0,0,0,0,0,0,0,0,114970,0,0,0,151260,0,0,0
75,76000,0.735848,0.897062,11.0201,0,0,0,0,0,0,0,0,114291,0,0,0,149861,0,0,0
76,77000,0.737498,0.897841,10.9205,0,0,0,0,0,0,0,0,113808,0,0,0,148694,0,0,0
77,78000,0.738853,0.898962,10.8092,0,0,0,0,0,0,0,0,113488,0,0,0,147659,0,0,0
78,79000,0.741388,0.899265,10.7138,0,0,0,0,0,0,0,0,112482,0,0,0,146130,0,0,0
79,80000,0.742613,0.900932,10.5879,0,0,0,0,0,0,0,0,111611,0,0,0,145776,0,0,0
80,81000,0.744557,0.901656,10.4848,0,0,0,0,0,0,0,0,110794,0,0,0,144649,0,0,0
81,82000,0.746301,0.90251,10.3719,0,0,0,0,0,0,0,0,110619,0,0,0,143080,0,0,0
82,83000,0.747729,0.903235,10.2854,0,0,0,0,0,0,0,0,109726,0,0,0,142545,0,0,0
83,84000,0.749428,0.904134,10.1969,0,0,0,0,0,0,0,0,109409,0,0,0,141163,0,0,0
84,85000,0.751742,0.90504,10.0851,0,0,0,0,0,0,0,0,108226,0,0,0,140032,0,0,0
85,86000,0.75274,0.90606,9.99298,0,0,0,0,0,0,0,0,108277,0,0,0,138983,0,0,0
86,87000,0.753921,0.905896,9.95393,0,0,0,0,0,0,0,0,107566,0,0,0,138513,0,0,0
87,88000,0.755379,0.90733,9.82392,0,0,0,0,0,0,0,0,106720,0,0,0,137901,0,0,0
88,89000,0.756908,0.907927,9.7507,0,0,0,0,0,0,0,0,106219,0,0,0,136873,0,0,0
89,90000,0.758006,0.908344,9.68364,0,0,0,0,0,0,0,0,105722,0,0,0,136272,0,0,0
90,91000,0.759683,0.90966,9.57968,0,0,0,0,0,0,0,0,104937,0,0,0,135380,0,0,0
91,92000,0.761188,0.910016,9.5061,0,0,0,0,0,0,0,0,104055,0,0,0,134757,0,0,0
92,93000,0.76299,0.910701,9.41044,0,0,0,0,0,0,0,0,103629,0,0,0,133381,0,0,0
93,94000,0.763863,0.911861,9.34082,0,0,0,0,0,0,0,0,103087,0,0,0,133050,0,0,0
94,95000,0.765613,0.912764,9.23718,0,0,0,0,0,0,0,0,102152,0,0,0,132235,0,0,0
95,96000,0.766568,0.91287,9.19155,0,0,0,0,0,0,0,0,102245,0,0,0,131187,0,0,0
96,97000,0.768297,0.913535,9.12366,0,0,0,0,0,0,0,0,101268,0,0,0,130435,0,0,0
97,98000,0.769627,0.914201,9.0405,0,0,0,0,0,0,0,0,100449,0,0,0,129924,0,0,0
98,99000,0.770748,0.91409,9.00196,0,0,0,0,0,0,0,0,100693,0,0,0,128559,0,0,0
99,100000,0.771958,0.914814,8.89919,0,0,0,0,0,0,0,0,100087,0,0,0,127955,0,0,0
